"productid","product_name","productdescription","warehouse","country","totalstockonhand","totalstockmovement"
"9b3297ab-9e26-48d2-bd27-209461897b62",Rustic Rubber Mouse,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",DEH8 - Amazon Den Haag,Netherlands,264,133
"9b9f3c70-994c-4b91-b391-2fa641b99f20",Elegant Concrete Shirt,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,LCY1 - Amazon London,United Kingdom,869,303
"9b9f3c70-994c-4b91-b391-2fa641b99f20",Elegant Concrete Shirt,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,CHI1 - Amazon Chicago,United States of America,315,63
"9b9f3c70-994c-4b91-b391-2fa641b99f20",Elegant Concrete Shirt,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,SHA1 - Amazon Shanghai,China,269,77
"9b9f3c70-994c-4b91-b391-2fa641b99f20",Elegant Concrete Shirt,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,BCR2 - Amazon Bucarest,Romania,792,282
"9b9f3c70-994c-4b91-b391-2fa641b99f20",Elegant Concrete Shirt,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,CGN1 - Amazon Koblenz,Germany,311,85
"9b9f3c70-994c-4b91-b391-2fa641b99f20",Elegant Concrete Shirt,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,LUX16 - Amazon Luxemburg,Luxemburg,716,299
"9d0b1e28-fcef-47df-8ef8-7d4f6fceceeb",Elegant Cotton Chips,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",ZRH13 - Amazon Zurich,Switzerland,827,340
"9d0b1e28-fcef-47df-8ef8-7d4f6fceceeb",Elegant Cotton Chips,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",MIS1 - Amazon Mississauga,Canada,811,297
"9d0b1e28-fcef-47df-8ef8-7d4f6fceceeb",Elegant Cotton Chips,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",BCN1 - Amazon El Prat de Llobregat,Spain,275,127
"9d0b1e28-fcef-47df-8ef8-7d4f6fceceeb",Elegant Cotton Chips,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",MRS1 - Amazon Montelimar,France,256,79
"9d0b1e28-fcef-47df-8ef8-7d4f6fceceeb",Elegant Cotton Chips,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",HOU2 - Amazon Houston,United States of America,723,293
"9d0b1e28-fcef-47df-8ef8-7d4f6fceceeb",Elegant Cotton Chips,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",HKG1 - Amazon Hong Kong,Hong Kong,292,73
"9f56615f-91f9-4108-a4cf-b38518f20a9e",Ergonomic Rubber Soap,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",CAI1 - Amazon El Cairo,Egypt,840,302
"9f56615f-91f9-4108-a4cf-b38518f20a9e",Ergonomic Rubber Soap,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",LCY1 - Amazon London,United Kingdom,197,85
"9f56615f-91f9-4108-a4cf-b38518f20a9e",Ergonomic Rubber Soap,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",SVQ1 - Amazon Sevilla,Spain,749,211
"9f56615f-91f9-4108-a4cf-b38518f20a9e",Ergonomic Rubber Soap,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",DEH8 - Amazon Den Haag,Netherlands,715,354
"9f56615f-91f9-4108-a4cf-b38518f20a9e",Ergonomic Rubber Soap,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",BCR2 - Amazon Bucarest,Romania,251,94
"9f56615f-91f9-4108-a4cf-b38518f20a9e",Ergonomic Rubber Soap,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",LUX16 - Amazon Luxemburg,Luxemburg,218,105
"9f77274d-54c9-4bd8-9428-f5a24168ae1b",Bespoke Metal Cheese,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",BER6 - Amazon Berlin,Germany,317,92
"9f77274d-54c9-4bd8-9428-f5a24168ae1b",Bespoke Metal Cheese,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",CHI1 - Amazon Chicago,United States of America,666,329
"9f77274d-54c9-4bd8-9428-f5a24168ae1b",Bespoke Metal Cheese,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",BRX2 - Amazon Bruxelles,Belgium,296,64
"9f77274d-54c9-4bd8-9428-f5a24168ae1b",Bespoke Metal Cheese,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",SHA1 - Amazon Shanghai,China,765,305
"9f77274d-54c9-4bd8-9428-f5a24168ae1b",Bespoke Metal Cheese,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",CGN1 - Amazon Koblenz,Germany,797,318
"9f77274d-54c9-4bd8-9428-f5a24168ae1b",Bespoke Metal Cheese,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",MXP5 - Amazon Castel San Giovanni,Italy,239,91
a08f4202-a83d-40bd-9915-ef6c516d4c34,Handcrafted Wooden Table,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,SAP1 - Amazon San Paolo,Brasil,833,294
a08f4202-a83d-40bd-9915-ef6c516d4c34,Handcrafted Wooden Table,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,ZRH13 - Amazon Zurich,Switzerland,248,107
a08f4202-a83d-40bd-9915-ef6c516d4c34,Handcrafted Wooden Table,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,MIS1 - Amazon Mississauga,Canada,267,110
a08f4202-a83d-40bd-9915-ef6c516d4c34,Handcrafted Wooden Table,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,LIS3 - Amazon Lisbon,Portugal,718,264
a08f4202-a83d-40bd-9915-ef6c516d4c34,Handcrafted Wooden Table,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,CWL1 - Amazon Swansea,United Kingdom,805,275
a08f4202-a83d-40bd-9915-ef6c516d4c34,Handcrafted Wooden Table,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,HOU2 - Amazon Houston,United States of America,306,116
a237d8b6-3eb2-4a3a-99c1-145ceba9c87c,Practical Bronze Shirt,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,POZ1 - Amazon Sady,Poland,849,267
a237d8b6-3eb2-4a3a-99c1-145ceba9c87c,Practical Bronze Shirt,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,DUB19 - Amazon Dublin,Ireland,285,105
a237d8b6-3eb2-4a3a-99c1-145ceba9c87c,Practical Bronze Shirt,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,SAD1 - Amazon San Diego,United States of America,807,300
a237d8b6-3eb2-4a3a-99c1-145ceba9c87c,Practical Bronze Shirt,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,CPT2 - Amazon Capetown,South Africa,209,110
a237d8b6-3eb2-4a3a-99c1-145ceba9c87c,Practical Bronze Shirt,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,LAS7 - Amazon Las Vegas,United States of America,634,310
a237d8b6-3eb2-4a3a-99c1-145ceba9c87c,Practical Bronze Shirt,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,DUS2 - Amazon Rheinberg,Germany,292,72
a24abc3c-2bc3-4013-9a4a-c4b518a1098f,Licensed Bronze Shirt,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",POZ1 - Amazon Sady,Poland,781,322
a24abc3c-2bc3-4013-9a4a-c4b518a1098f,Licensed Bronze Shirt,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",DUB19 - Amazon Dublin,Ireland,266,102
a24abc3c-2bc3-4013-9a4a-c4b518a1098f,Licensed Bronze Shirt,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",SAD1 - Amazon San Diego,United States of America,702,262
a24abc3c-2bc3-4013-9a4a-c4b518a1098f,Licensed Bronze Shirt,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",CPT2 - Amazon Capetown,South Africa,262,105
a24abc3c-2bc3-4013-9a4a-c4b518a1098f,Licensed Bronze Shirt,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",LAS7 - Amazon Las Vegas,United States of America,949,278
a24abc3c-2bc3-4013-9a4a-c4b518a1098f,Licensed Bronze Shirt,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",DUS2 - Amazon Rheinberg,Germany,185,81
a265a254-f7a4-40b3-a7ca-5bd415acc171,Small Bronze Shirt,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,SAP1 - Amazon San Paolo,Brasil,643,283
a265a254-f7a4-40b3-a7ca-5bd415acc171,Small Bronze Shirt,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,ZRH13 - Amazon Zurich,Switzerland,226,92
a265a254-f7a4-40b3-a7ca-5bd415acc171,Small Bronze Shirt,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,MIS1 - Amazon Mississauga,Canada,260,122
a265a254-f7a4-40b3-a7ca-5bd415acc171,Small Bronze Shirt,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,LIS3 - Amazon Lisbon,Portugal,817,295
a265a254-f7a4-40b3-a7ca-5bd415acc171,Small Bronze Shirt,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,CWL1 - Amazon Swansea,United Kingdom,805,340
a265a254-f7a4-40b3-a7ca-5bd415acc171,Small Bronze Shirt,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,HOU2 - Amazon Houston,United States of America,281,77
a46a311b-80d0-4ad5-99bb-b62847ab5bce,Bespoke Metal Chips,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",POZ1 - Amazon Sady,Poland,245,121
a46a311b-80d0-4ad5-99bb-b62847ab5bce,Bespoke Metal Chips,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",BCN1 - Amazon El Prat de Llobregat,Spain,720,316
a46a311b-80d0-4ad5-99bb-b62847ab5bce,Bespoke Metal Chips,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",MRS1 - Amazon Montelimar,France,684,326
a46a311b-80d0-4ad5-99bb-b62847ab5bce,Bespoke Metal Chips,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",SAD1 - Amazon San Diego,United States of America,195,87
a46a311b-80d0-4ad5-99bb-b62847ab5bce,Bespoke Metal Chips,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",HKG1 - Amazon Hong Kong,Hong Kong,813,303
a46a311b-80d0-4ad5-99bb-b62847ab5bce,Bespoke Metal Chips,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",LAS7 - Amazon Las Vegas,United States of America,244,79
a5e7183a-7cd9-4a7b-84b2-2315d516c1a3,Luxurious Rubber Car,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,ZRH13 - Amazon Zurich,Switzerland,898,267
a5e7183a-7cd9-4a7b-84b2-2315d516c1a3,Luxurious Rubber Car,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,MIS1 - Amazon Mississauga,Canada,830,289
a5e7183a-7cd9-4a7b-84b2-2315d516c1a3,Luxurious Rubber Car,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,BCN1 - Amazon El Prat de Llobregat,Spain,322,121
a5e7183a-7cd9-4a7b-84b2-2315d516c1a3,Luxurious Rubber Car,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,MRS1 - Amazon Montelimar,France,245,81
a5e7183a-7cd9-4a7b-84b2-2315d516c1a3,Luxurious Rubber Car,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,HOU2 - Amazon Houston,United States of America,797,293
a5e7183a-7cd9-4a7b-84b2-2315d516c1a3,Luxurious Rubber Car,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,HKG1 - Amazon Hong Kong,Hong Kong,232,127
a6478011-d64f-4bc5-a027-0d609d871167,Gorgeous Plastic Keyboard,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",BER6 - Amazon Berlin,Germany,246,89
a6478011-d64f-4bc5-a027-0d609d871167,Gorgeous Plastic Keyboard,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",CHI1 - Amazon Chicago,United States of America,692,367
a6478011-d64f-4bc5-a027-0d609d871167,Gorgeous Plastic Keyboard,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",BRX2 - Amazon Bruxelles,Belgium,201,75
a6478011-d64f-4bc5-a027-0d609d871167,Gorgeous Plastic Keyboard,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",SHA1 - Amazon Shanghai,China,742,307
a6478011-d64f-4bc5-a027-0d609d871167,Gorgeous Plastic Keyboard,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",CGN1 - Amazon Koblenz,Germany,1017,279
a6478011-d64f-4bc5-a027-0d609d871167,Gorgeous Plastic Keyboard,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",MXP5 - Amazon Castel San Giovanni,Italy,294,120
a6dc90a4-80a9-4f35-9d4e-bb446f85e39d,Ergonomic Bronze Computer,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",CAI1 - Amazon El Cairo,Egypt,351,114
a6dc90a4-80a9-4f35-9d4e-bb446f85e39d,Ergonomic Bronze Computer,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",MIA1 - Amazon Miami,United States of America,738,295
a6dc90a4-80a9-4f35-9d4e-bb446f85e39d,Ergonomic Bronze Computer,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",SYD1 - Amazon Sidney,Australia,598,302
a6dc90a4-80a9-4f35-9d4e-bb446f85e39d,Ergonomic Bronze Computer,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",SVQ1 - Amazon Sevilla,Spain,274,73
a6dc90a4-80a9-4f35-9d4e-bb446f85e39d,Ergonomic Bronze Computer,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",PHX7 - Amazon Phoenix,United States of America,928,308
a6dc90a4-80a9-4f35-9d4e-bb446f85e39d,Ergonomic Bronze Computer,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",DEH8 - Amazon Den Haag,Netherlands,320,106
a743baa3-6881-48ea-b03c-15ee5584c5a8,Electronic Bronze Towels,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,MAN1 - Amazon Manchester,United Kingdom,264,150
a743baa3-6881-48ea-b03c-15ee5584c5a8,Electronic Bronze Towels,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,ORY1 - Amazon Saran,France,201,74
a743baa3-6881-48ea-b03c-15ee5584c5a8,Electronic Bronze Towels,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,BER3 - Amazon Brieselang,Germany,733,290
a743baa3-6881-48ea-b03c-15ee5584c5a8,Electronic Bronze Towels,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,FCO1 - Amazon Passo Corese,Italy,321,87
a743baa3-6881-48ea-b03c-15ee5584c5a8,Electronic Bronze Towels,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,WEL1 - Amazon Wels,Austria,789,329
a743baa3-6881-48ea-b03c-15ee5584c5a8,Electronic Bronze Towels,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,BOG2 - Amazon Bogota,Columbia,923,339
a7f2cc8c-837d-45c1-834b-96dcb7aea898,Tasty Wooden Pants,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",ZRH13 - Amazon Zurich,Switzerland,787,265
a7f2cc8c-837d-45c1-834b-96dcb7aea898,Tasty Wooden Pants,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",MIS1 - Amazon Mississauga,Canada,638,264
a7f2cc8c-837d-45c1-834b-96dcb7aea898,Tasty Wooden Pants,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",BCN1 - Amazon El Prat de Llobregat,Spain,238,106
a7f2cc8c-837d-45c1-834b-96dcb7aea898,Tasty Wooden Pants,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",MRS1 - Amazon Montelimar,France,275,82
a7f2cc8c-837d-45c1-834b-96dcb7aea898,Tasty Wooden Pants,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",HOU2 - Amazon Houston,United States of America,720,263
a7f2cc8c-837d-45c1-834b-96dcb7aea898,Tasty Wooden Pants,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",HKG1 - Amazon Hong Kong,Hong Kong,312,107
a8511735-a96d-4c0f-b2ba-0cd798dbe6db,Handcrafted Steel Gloves,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",NDH1  - Amazon New Delhi,India,867,267
a8511735-a96d-4c0f-b2ba-0cd798dbe6db,Handcrafted Steel Gloves,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",BVA1 - Amazon Boves,France,318,91
a8511735-a96d-4c0f-b2ba-0cd798dbe6db,Handcrafted Steel Gloves,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",DBA1 - Amazon Dubai,Emirates United States,688,310
a8511735-a96d-4c0f-b2ba-0cd798dbe6db,Handcrafted Steel Gloves,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",BUE1 - Amazon Buenos Aires,Argentina,248,110
a8511735-a96d-4c0f-b2ba-0cd798dbe6db,Handcrafted Steel Gloves,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",TOR1 - Amazon Toronto,Canada,990,292
a8511735-a96d-4c0f-b2ba-0cd798dbe6db,Handcrafted Steel Gloves,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",CPN3 - Amazon Copenaghen,Denmark,243,104
a8be506f-95ad-451a-9d63-1e9e55da44e9,Luxurious Soft Tuna,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",MAN1 - Amazon Manchester,United Kingdom,738,316
a8be506f-95ad-451a-9d63-1e9e55da44e9,Luxurious Soft Tuna,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",ORY1 - Amazon Saran,France,830,314
a8be506f-95ad-451a-9d63-1e9e55da44e9,Luxurious Soft Tuna,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",NYC1 - Amazon New York City,United States of America,345,110
a8be506f-95ad-451a-9d63-1e9e55da44e9,Luxurious Soft Tuna,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",TKY6 - Amazon Tokyo,Japan,338,103
a8be506f-95ad-451a-9d63-1e9e55da44e9,Luxurious Soft Tuna,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",FCO1 - Amazon Passo Corese,Italy,871,287
a8be506f-95ad-451a-9d63-1e9e55da44e9,Luxurious Soft Tuna,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",MXC2 - Amazon Mexico City,Mexico,191,104
aacf8b3c-0444-4d8a-9c67-f475f8496219,Luxurious Soft Computer,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",MAN1 - Amazon Manchester,United Kingdom,214,53
aacf8b3c-0444-4d8a-9c67-f475f8496219,Luxurious Soft Computer,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",ORY1 - Amazon Saran,France,262,114
aacf8b3c-0444-4d8a-9c67-f475f8496219,Luxurious Soft Computer,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",BER3 - Amazon Brieselang,Germany,690,288
aacf8b3c-0444-4d8a-9c67-f475f8496219,Luxurious Soft Computer,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",FCO1 - Amazon Passo Corese,Italy,304,99
aacf8b3c-0444-4d8a-9c67-f475f8496219,Luxurious Soft Computer,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",WEL1 - Amazon Wels,Austria,779,367
aacf8b3c-0444-4d8a-9c67-f475f8496219,Luxurious Soft Computer,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",BOG2 - Amazon Bogota,Columbia,826,296
aceb753a-4cba-4328-84f4-475c7ff95ef8,Generic Metal Sausages,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,LCY1 - Amazon London,United Kingdom,796,298
aceb753a-4cba-4328-84f4-475c7ff95ef8,Generic Metal Sausages,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,CHI1 - Amazon Chicago,United States of America,250,71
aceb753a-4cba-4328-84f4-475c7ff95ef8,Generic Metal Sausages,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,SHA1 - Amazon Shanghai,China,249,81
aceb753a-4cba-4328-84f4-475c7ff95ef8,Generic Metal Sausages,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,BCR2 - Amazon Bucarest,Romania,803,238
aceb753a-4cba-4328-84f4-475c7ff95ef8,Generic Metal Sausages,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,CGN1 - Amazon Koblenz,Germany,181,92
aceb753a-4cba-4328-84f4-475c7ff95ef8,Generic Metal Sausages,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,LUX16 - Amazon Luxemburg,Luxemburg,781,277
ae889e96-635a-432a-9b9d-0846ff434ddd,Awesome Metal Chips,The Football Is Good For Training And Recreational Purposes,BER6 - Amazon Berlin,Germany,268,96
ae889e96-635a-432a-9b9d-0846ff434ddd,Awesome Metal Chips,The Football Is Good For Training And Recreational Purposes,CHI1 - Amazon Chicago,United States of America,884,299
ae889e96-635a-432a-9b9d-0846ff434ddd,Awesome Metal Chips,The Football Is Good For Training And Recreational Purposes,BRX2 - Amazon Bruxelles,Belgium,225,106
ae889e96-635a-432a-9b9d-0846ff434ddd,Awesome Metal Chips,The Football Is Good For Training And Recreational Purposes,SHA1 - Amazon Shanghai,China,770,275
ae889e96-635a-432a-9b9d-0846ff434ddd,Awesome Metal Chips,The Football Is Good For Training And Recreational Purposes,CGN1 - Amazon Koblenz,Germany,763,271
ae889e96-635a-432a-9b9d-0846ff434ddd,Awesome Metal Chips,The Football Is Good For Training And Recreational Purposes,MXP5 - Amazon Castel San Giovanni,Italy,347,133
b1746d78-367d-485f-aab5-4d6ba4087aff,Oriental Concrete Chicken,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",CAI1 - Amazon El Cairo,Egypt,900,260
b1746d78-367d-485f-aab5-4d6ba4087aff,Oriental Concrete Chicken,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",LCY1 - Amazon London,United Kingdom,261,106
b1746d78-367d-485f-aab5-4d6ba4087aff,Oriental Concrete Chicken,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",SVQ1 - Amazon Sevilla,Spain,730,275
b1746d78-367d-485f-aab5-4d6ba4087aff,Oriental Concrete Chicken,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",DEH8 - Amazon Den Haag,Netherlands,863,261
b1746d78-367d-485f-aab5-4d6ba4087aff,Oriental Concrete Chicken,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",BCR2 - Amazon Bucarest,Romania,357,67
b1746d78-367d-485f-aab5-4d6ba4087aff,Oriental Concrete Chicken,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",LUX16 - Amazon Luxemburg,Luxemburg,230,87
b1fc8f54-5eb0-450a-aa69-c4eab9955322,Awesome Concrete Chicken,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",ZRH13 - Amazon Zurich,Switzerland,857,337
b1fc8f54-5eb0-450a-aa69-c4eab9955322,Awesome Concrete Chicken,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",MIS1 - Amazon Mississauga,Canada,749,288
b1fc8f54-5eb0-450a-aa69-c4eab9955322,Awesome Concrete Chicken,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",BCN1 - Amazon El Prat de Llobregat,Spain,323,113
b1fc8f54-5eb0-450a-aa69-c4eab9955322,Awesome Concrete Chicken,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",MRS1 - Amazon Montelimar,France,322,111
b1fc8f54-5eb0-450a-aa69-c4eab9955322,Awesome Concrete Chicken,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",HOU2 - Amazon Houston,United States of America,734,270
